crop_id,scene_id,disaster,damage_label,label_id,pre_crop_path,post_crop_path,crop_width,crop_height,polygon_area
palu-tsunami_00000168__b0071,palu-tsunami_00000168,palu-tsunami,destroyed,3,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/palu-tsunami_00000168__b0071.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/palu-tsunami_00000168__b0071.jpg,42,42,576.8908454083579
midwest-flooding_00000066__b0005,midwest-flooding_00000066,midwest-flooding,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/midwest-flooding_00000066__b0005.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/midwest-flooding_00000066__b0005.jpg,63,64,983.9175845933556
mexico-earthquake_00000040__b0044,mexico-earthquake_00000040,mexico-earthquake,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/mexico-earthquake_00000040__b0044.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/mexico-earthquake_00000040__b0044.jpg,63,63,726.4892798090724
hurricane-harvey_00000491__b0024,hurricane-harvey_00000491,hurricane-harvey,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000491__b0024.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000491__b0024.jpg,65,65,1132.1834999064058
mexico-earthquake_00000040__b0079,mexico-earthquake_00000040,mexico-earthquake,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/mexico-earthquake_00000040__b0079.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/mexico-earthquake_00000040__b0079.jpg,28,28,111.48539807732155
hurricane-harvey_00000358__b0136,hurricane-harvey_00000358,hurricane-harvey,destroyed,3,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000358__b0136.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000358__b0136.jpg,56,57,598.0664894300695
hurricane-michael_00000412__b0019,hurricane-michael_00000412,hurricane-michael,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000412__b0019.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000412__b0019.jpg,63,44,848.9519782893061
hurricane-michael_00000061__b0010,hurricane-michael_00000061,hurricane-michael,minor-damage,1,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000061__b0010.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000061__b0010.jpg,60,60,1740.0793295359017
palu-tsunami_00000168__b0149,palu-tsunami_00000168,palu-tsunami,destroyed,3,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/palu-tsunami_00000168__b0149.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/palu-tsunami_00000168__b0149.jpg,19,19,77.98796941347696
hurricane-florence_00000485__b0015,hurricane-florence_00000485,hurricane-florence,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-florence_00000485__b0015.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-florence_00000485__b0015.jpg,57,34,264.09252064201166
hurricane-michael_00000440__b0017,hurricane-michael_00000440,hurricane-michael,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000440__b0017.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000440__b0017.jpg,63,62,1179.299950583244
guatemala-volcano_00000015__b0006,guatemala-volcano_00000015,guatemala-volcano,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/guatemala-volcano_00000015__b0006.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/guatemala-volcano_00000015__b0006.jpg,61,61,717.6832200411058
mexico-earthquake_00000105__b0103,mexico-earthquake_00000105,mexico-earthquake,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/mexico-earthquake_00000105__b0103.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/mexico-earthquake_00000105__b0103.jpg,61,35,244.9930413359134
mexico-earthquake_00000003__b0493,mexico-earthquake_00000003,mexico-earthquake,minor-damage,1,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/mexico-earthquake_00000003__b0493.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/mexico-earthquake_00000003__b0493.jpg,80,79,1492.4934164393874
hurricane-michael_00000281__b0107,hurricane-michael_00000281,hurricane-michael,minor-damage,1,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000281__b0107.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000281__b0107.jpg,35,35,417.4955741793716
palu-tsunami_00000189__b0084,palu-tsunami_00000189,palu-tsunami,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/palu-tsunami_00000189__b0084.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/palu-tsunami_00000189__b0084.jpg,44,44,163.40607338358572
hurricane-harvey_00000491__b0109,hurricane-harvey_00000491,hurricane-harvey,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000491__b0109.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000491__b0109.jpg,78,78,1499.4204259717571
palu-tsunami_00000118__b0608,palu-tsunami_00000118,palu-tsunami,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/palu-tsunami_00000118__b0608.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/palu-tsunami_00000118__b0608.jpg,62,62,783.6281010698315
palu-tsunami_00000168__b0107,palu-tsunami_00000168,palu-tsunami,destroyed,3,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/palu-tsunami_00000168__b0107.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/palu-tsunami_00000168__b0107.jpg,52,52,702.8291544273532
hurricane-michael_00000049__b0066,hurricane-michael_00000049,hurricane-michael,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000049__b0066.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000049__b0066.jpg,83,82,1794.5673356554103
hurricane-florence_00000376__b0007,hurricane-florence_00000376,hurricane-florence,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-florence_00000376__b0007.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-florence_00000376__b0007.jpg,57,57,660.569910577797
midwest-flooding_00000061__b0005,midwest-flooding_00000061,midwest-flooding,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/midwest-flooding_00000061__b0005.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/midwest-flooding_00000061__b0005.jpg,55,55,410.96631170866385
palu-tsunami_00000168__b0181,palu-tsunami_00000168,palu-tsunami,destroyed,3,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/palu-tsunami_00000168__b0181.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/palu-tsunami_00000168__b0181.jpg,36,37,396.7248654608958
hurricane-michael_00000465__b0125,hurricane-michael_00000465,hurricane-michael,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000465__b0125.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000465__b0125.jpg,28,37,431.98001673571775
hurricane-michael_00000196__b0054,hurricane-michael_00000196,hurricane-michael,minor-damage,1,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000196__b0054.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000196__b0054.jpg,68,68,1346.5748789143502
palu-tsunami_00000057__b0018,palu-tsunami_00000057,palu-tsunami,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/palu-tsunami_00000057__b0018.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/palu-tsunami_00000057__b0018.jpg,51,51,666.7825694697472
santa-rosa-wildfire_00000203__b0131,santa-rosa-wildfire_00000203,santa-rosa-wildfire,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/santa-rosa-wildfire_00000203__b0131.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/santa-rosa-wildfire_00000203__b0131.jpg,67,68,1042.9618286946702
hurricane-harvey_00000467__b0030,hurricane-harvey_00000467,hurricane-harvey,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000467__b0030.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000467__b0030.jpg,81,81,1850.8064715813962
socal-fire_00001135__b0012,socal-fire_00001135,socal-fire,destroyed,3,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/socal-fire_00001135__b0012.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/socal-fire_00001135__b0012.jpg,22,22,94.48829957281947
hurricane-michael_00000049__b0086,hurricane-michael_00000049,hurricane-michael,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000049__b0086.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000049__b0086.jpg,75,75,1345.102085426555
mexico-earthquake_00000181__b0363,mexico-earthquake_00000181,mexico-earthquake,minor-damage,1,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/mexico-earthquake_00000181__b0363.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/mexico-earthquake_00000181__b0363.jpg,160,161,7465.715749808232
hurricane-michael_00000141__b0078,hurricane-michael_00000141,hurricane-michael,minor-damage,1,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000141__b0078.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000141__b0078.jpg,71,72,2151.8917052857864
socal-fire_00001274__b0003,socal-fire_00001274,socal-fire,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/socal-fire_00001274__b0003.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/socal-fire_00001274__b0003.jpg,25,24,109.98191134213043
hurricane-michael_00000072__b0084,hurricane-michael_00000072,hurricane-michael,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000072__b0084.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000072__b0084.jpg,33,34,424.1894018378001
santa-rosa-wildfire_00000203__b0078,santa-rosa-wildfire_00000203,santa-rosa-wildfire,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/santa-rosa-wildfire_00000203__b0078.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/santa-rosa-wildfire_00000203__b0078.jpg,77,77,1179.3200987493365
hurricane-michael_00000239__b0101,hurricane-michael_00000239,hurricane-michael,destroyed,3,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000239__b0101.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000239__b0101.jpg,43,30,338.9123160848451
hurricane-harvey_00000402__b0096,hurricane-harvey_00000402,hurricane-harvey,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000402__b0096.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000402__b0096.jpg,72,72,1116.180828669435
palu-tsunami_00000189__b0035,palu-tsunami_00000189,palu-tsunami,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/palu-tsunami_00000189__b0035.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/palu-tsunami_00000189__b0035.jpg,26,26,136.96664335578532
socal-fire_00000573__b0006,socal-fire_00000573,socal-fire,destroyed,3,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/socal-fire_00000573__b0006.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/socal-fire_00000573__b0006.jpg,63,63,484.996882165043
midwest-flooding_00000222__b0004,midwest-flooding_00000222,midwest-flooding,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/midwest-flooding_00000222__b0004.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/midwest-flooding_00000222__b0004.jpg,35,23,230.62239725692746
hurricane-michael_00000049__b0048,hurricane-michael_00000049,hurricane-michael,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000049__b0048.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000049__b0048.jpg,38,26,248.3188152650885
hurricane-michael_00000196__b0093,hurricane-michael_00000196,hurricane-michael,minor-damage,1,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000196__b0093.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000196__b0093.jpg,63,63,1388.2862288860497
hurricane-harvey_00000491__b0007,hurricane-harvey_00000491,hurricane-harvey,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000491__b0007.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000491__b0007.jpg,79,79,1369.7644509415784
hurricane-florence_00000376__b0009,hurricane-florence_00000376,hurricane-florence,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-florence_00000376__b0009.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-florence_00000376__b0009.jpg,82,69,1633.1340954008226
palu-tsunami_00000115__b0114,palu-tsunami_00000115,palu-tsunami,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/palu-tsunami_00000115__b0114.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/palu-tsunami_00000115__b0114.jpg,239,192,15582.819038201276
hurricane-michael_00000322__b0024,hurricane-michael_00000322,hurricane-michael,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000322__b0024.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000322__b0024.jpg,61,61,889.2915745193957
santa-rosa-wildfire_00000203__b0109,santa-rosa-wildfire_00000203,santa-rosa-wildfire,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/santa-rosa-wildfire_00000203__b0109.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/santa-rosa-wildfire_00000203__b0109.jpg,55,55,846.1903151388092
hurricane-michael_00000239__b0008,hurricane-michael_00000239,hurricane-michael,destroyed,3,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000239__b0008.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000239__b0008.jpg,47,47,579.1218134465275
hurricane-michael_00000049__b0060,hurricane-michael_00000049,hurricane-michael,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000049__b0060.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000049__b0060.jpg,20,20,89.59607179053376
midwest-flooding_00000027__b0062,midwest-flooding_00000027,midwest-flooding,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/midwest-flooding_00000027__b0062.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/midwest-flooding_00000027__b0062.jpg,71,71,1458.178823683247
hurricane-harvey_00000289__b0042,hurricane-harvey_00000289,hurricane-harvey,destroyed,3,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000289__b0042.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000289__b0042.jpg,22,22,97.03837070442194
hurricane-florence_00000366__b0002,hurricane-florence_00000366,hurricane-florence,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-florence_00000366__b0002.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-florence_00000366__b0002.jpg,39,38,309.84912889499657
hurricane-michael_00000465__b0018,hurricane-michael_00000465,hurricane-michael,minor-damage,1,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000465__b0018.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000465__b0018.jpg,24,24,217.50000000491158
hurricane-harvey_00000402__b0006,hurricane-harvey_00000402,hurricane-harvey,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000402__b0006.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000402__b0006.jpg,56,56,687.9668591680244
hurricane-harvey_00000402__b0056,hurricane-harvey_00000402,hurricane-harvey,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000402__b0056.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000402__b0056.jpg,149,148,1756.0063399530507
hurricane-harvey_00000299__b0000,hurricane-harvey_00000299,hurricane-harvey,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000299__b0000.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000299__b0000.jpg,25,25,119.52588256890357
hurricane-michael_00000049__b0104,hurricane-michael_00000049,hurricane-michael,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000049__b0104.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000049__b0104.jpg,58,64,1288.4078897276793
hurricane-harvey_00000402__b0008,hurricane-harvey_00000402,hurricane-harvey,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000402__b0008.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000402__b0008.jpg,124,124,2588.4387339135264
hurricane-florence_00000310__b0012,hurricane-florence_00000310,hurricane-florence,destroyed,3,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-florence_00000310__b0012.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-florence_00000310__b0012.jpg,53,53,419.13149357913454
hurricane-michael_00000362__b0002,hurricane-michael_00000362,hurricane-michael,destroyed,3,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000362__b0002.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000362__b0002.jpg,43,42,721.8366552463519
palu-tsunami_00000115__b0067,palu-tsunami_00000115,palu-tsunami,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/palu-tsunami_00000115__b0067.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/palu-tsunami_00000115__b0067.jpg,23,22,83.99268828729937
hurricane-michael_00000049__b0100,hurricane-michael_00000049,hurricane-michael,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000049__b0100.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000049__b0100.jpg,74,74,1297.6509177411558
guatemala-volcano_00000026__b0023,guatemala-volcano_00000026,guatemala-volcano,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/guatemala-volcano_00000026__b0023.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/guatemala-volcano_00000026__b0023.jpg,21,21,95.89334357168983
midwest-flooding_00000027__b0043,midwest-flooding_00000027,midwest-flooding,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/midwest-flooding_00000027__b0043.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/midwest-flooding_00000027__b0043.jpg,92,93,1984.4065381003622
palu-tsunami_00000115__b0064,palu-tsunami_00000115,palu-tsunami,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/palu-tsunami_00000115__b0064.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/palu-tsunami_00000115__b0064.jpg,81,81,1541.0333658564057
hurricane-harvey_00000491__b0069,hurricane-harvey_00000491,hurricane-harvey,minor-damage,1,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000491__b0069.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000491__b0069.jpg,80,80,1121.3299477837725
socal-fire_00001274__b0005,socal-fire_00001274,socal-fire,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/socal-fire_00001274__b0005.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/socal-fire_00001274__b0005.jpg,31,30,137.5096151444347
midwest-flooding_00000345__b0002,midwest-flooding_00000345,midwest-flooding,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/midwest-flooding_00000345__b0002.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/midwest-flooding_00000345__b0002.jpg,73,73,896.12608399144
hurricane-florence_00000003__b0037,hurricane-florence_00000003,hurricane-florence,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-florence_00000003__b0037.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-florence_00000003__b0037.jpg,79,78,1935.7952202825431
mexico-earthquake_00000105__b0121,mexico-earthquake_00000105,mexico-earthquake,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/mexico-earthquake_00000105__b0121.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/mexico-earthquake_00000105__b0121.jpg,100,100,1937.5668742135995
hurricane-michael_00000412__b0018,hurricane-michael_00000412,hurricane-michael,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000412__b0018.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000412__b0018.jpg,52,52,611.7287717612202
santa-rosa-wildfire_00000203__b0148,santa-rosa-wildfire_00000203,santa-rosa-wildfire,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/santa-rosa-wildfire_00000203__b0148.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/santa-rosa-wildfire_00000203__b0148.jpg,42,42,554.459492571714
guatemala-volcano_00000015__b0094,guatemala-volcano_00000015,guatemala-volcano,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/guatemala-volcano_00000015__b0094.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/guatemala-volcano_00000015__b0094.jpg,41,41,339.97512675461587
hurricane-michael_00000049__b0047,hurricane-michael_00000049,hurricane-michael,minor-damage,1,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000049__b0047.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000049__b0047.jpg,72,73,1317.2773224048024
hurricane-michael_00000206__b0177,hurricane-michael_00000206,hurricane-michael,minor-damage,1,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000206__b0177.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000206__b0177.jpg,45,45,611.7276241714106
hurricane-michael_00000424__b0099,hurricane-michael_00000424,hurricane-michael,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000424__b0099.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000424__b0099.jpg,57,57,1205.171658771034
midwest-flooding_00000144__b0002,midwest-flooding_00000144,midwest-flooding,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/midwest-flooding_00000144__b0002.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/midwest-flooding_00000144__b0002.jpg,120,120,2994.2726608336543
hurricane-harvey_00000402__b0055,hurricane-harvey_00000402,hurricane-harvey,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000402__b0055.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000402__b0055.jpg,369,369,15369.412515731818
hurricane-michael_00000049__b0041,hurricane-michael_00000049,hurricane-michael,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-michael_00000049__b0041.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-michael_00000049__b0041.jpg,72,72,1424.3047350157108
santa-rosa-wildfire_00000203__b0081,santa-rosa-wildfire_00000203,santa-rosa-wildfire,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/santa-rosa-wildfire_00000203__b0081.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/santa-rosa-wildfire_00000203__b0081.jpg,75,75,1306.7888577666595
hurricane-harvey_00000467__b0060,hurricane-harvey_00000467,hurricane-harvey,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000467__b0060.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000467__b0060.jpg,48,48,772.3312376947107
hurricane-harvey_00000289__b0028,hurricane-harvey_00000289,hurricane-harvey,destroyed,3,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-harvey_00000289__b0028.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-harvey_00000289__b0028.jpg,65,65,614.7008757563527
midwest-flooding_00000237__b0025,midwest-flooding_00000237,midwest-flooding,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/midwest-flooding_00000237__b0025.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/midwest-flooding_00000237__b0025.jpg,48,48,615.7084631119693
palu-tsunami_00000189__b0098,palu-tsunami_00000189,palu-tsunami,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/palu-tsunami_00000189__b0098.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/palu-tsunami_00000189__b0098.jpg,30,30,231.61986707037522
hurricane-florence_00000166__b0003,hurricane-florence_00000166,hurricane-florence,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-florence_00000166__b0003.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-florence_00000166__b0003.jpg,57,57,830.739051685591
santa-rosa-wildfire_00000007__b0084,santa-rosa-wildfire_00000007,santa-rosa-wildfire,major-damage,2,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/santa-rosa-wildfire_00000007__b0084.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/santa-rosa-wildfire_00000007__b0084.jpg,166,165,2702.357240639569
socal-fire_00000573__b0003,socal-fire_00000573,socal-fire,destroyed,3,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/socal-fire_00000573__b0003.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/socal-fire_00000573__b0003.jpg,60,60,668.7361645646214
guatemala-volcano_00000015__b0098,guatemala-volcano_00000015,guatemala-volcano,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/guatemala-volcano_00000015__b0098.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/guatemala-volcano_00000015__b0098.jpg,29,29,239.5130217694496
hurricane-florence_00000045__b0018,hurricane-florence_00000045,hurricane-florence,no-damage,0,/kaggle/working/xbd_urec1_building_classifier/building_crops/pre/hurricane-florence_00000045__b0018.jpg,/kaggle/working/xbd_urec1_building_classifier/building_crops/post/hurricane-florence_00000045__b0018.jpg,27,28,274.3632173537204
